id,user_id,day_id,section,competence,item_index,prompt,expected,response,resultado,score,aciertos,errores,punto_debil,practica_recomendada,feedback_alumno,created_at
f893d75b-2b0d-4ccd-9f02-4098ccd15992,b033bea5-4c24-4db3-8044-b006504a23b6,2,vocab,PO,1,Ves un gâteau delicioso y quieres saber si es casero.,"C'est fait maison, le gâteau ?","Sesfella masant, legato.",incorrecto,2,[],"[{""dijo"": ""Sesfella masant"", ""regla"": ""La transcripción fonética no es correcta, la expresión para 'hecho en casa' es 'fait maison'."", ""correcto"": ""C'est fait maison""}, {""dijo"": ""legato"", ""regla"": ""La palabra 'gâteau' (pastel) se pronuncia de manera diferente y debe escribirse con sus artículos."", ""correcto"": ""le gâteau""}]","",Escucha y repite la frase varias veces para familiarizarte con su sonido y estructura. Puedes encontrar la pronunciación en línea.,"¡Has intentado expresar la idea de manera espontánea, lo cual es genial! Para esta expresión, necesitamos un poco más de práctica con la pronunciación y la escritura. ¡On y va !",2026-07-16 17:50:33.257895+00
cc6464f5-6c24-41d7-96e4-e918971b067e,b033bea5-4c24-4db3-8044-b006504a23b6,2,vocab,PO,2,"Decides pedir una porción de tarta, de manera educada.","Je voudrais une part de tarte, s'il vous plaît.","Je voudrais une part de tarte, s'il vous plaît.",correcto,10,"[""Je voudrais une part de tarte, s'il vous plaît.""]",[],n/a,n/a,"¡Fantástico! Has dicho la frase tal cual, ¡perfecto! Continúa así, ¡vas muy bien! Continue comme ça !",2026-07-16 17:51:18.10221+00
6d11813f-35bc-4103-8f42-ec268fd228d1,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,1,vocab,PE,2,Completa la palabra que falta: « Je préfère m'asseoir au ____ (la barra). »,comptoir,Comptoir,correcto,10,"[""Respuesta correcta: \""Comptoir\"".""]",[],"Ninguno, la respuesta fue perfecta.","Sigue practicando tu vocabulario, ¡vas muy bien!",¡Fantástico! Has completado la palabra correctamente. Tu respuesta es perfecta. Continue comme ça !,2026-07-17 16:24:00.852419+00
179a97ed-04ec-41a8-a831-259f7468f93b,b033bea5-4c24-4db3-8044-b006504a23b6,2,vocab,PO,3,Quieres asegurarte de que el servicio está incluido.,Le service est compris ?,le servi e kompre.,parcial,7,"[""Identifica la palabra clave 'service'"", ""Intenta usar una forma verbal para 'compris'""]","[{""dijo"": ""le servi e"", ""regla"": ""El sustantivo 'service' y el verbo 'être' (es) son esenciales."", ""correcto"": ""Le service est""}, {""dijo"": ""kompre"", ""regla"": ""La ortografía en francés de 'compris' (incluido)."", ""correcto"": ""compris""}]","",Revisa los sustantivos y verbos más comunes del nivel A2-B1 y practica su ortografía.,"¡Bien, entendiste el contexto y lograste transmitir la idea principal! Con un pequeño ajuste en la ortografía y el verbo, tu frase sería perfecta. Continue como ça!",2026-07-16 17:51:51.481468+00
bd8afdc3-1672-406b-b777-f1d247e400d3,b033bea5-4c24-4db3-8044-b006504a23b6,2,vocab,PO,4,"Al salir, despídete del camarero de forma natural.",Merci beaucoup ! Bonne journée !,"Merci beaucoup, bonne journée.",correcto,10,"[""Merci beaucoup"", ""Bonne journée""]",[],"","","¡Has usado las expresiones adecuadas para despedirte del camarero! Tu respuesta es muy natural y perfecta. ¡Excelente trabajo, continue comme ça !",2026-07-16 17:52:17.90225+00
dc657554-3572-4c57-9a1f-51c40b07db8b,b033bea5-4c24-4db3-8044-b006504a23b6,2,vocab,PE,0,Completa: « Je voudrais un café ______ — pas trop fort. »,léger,Espresso ,incorrecto,2,[],"[{""dijo"": ""Espresso "", ""regla"": ""La consigna pide un adjetivo para 'café' que signifique 'no muy fuerte'."", ""correcto"": ""léger""}]",vocabulario de adjetivos de comida y bebida,Revisa la lección sobre adjetivos para describir bebidas.,"¡Gracias por tu respuesta! Veo que pensaste en un tipo de café, pero la consigna pedía un adjetivo que significara 'no muy fuerte'. Para la próxima, intenta buscar un adjetivo como 'léger'. Continue comme ça !",2026-07-16 17:53:24.466998+00
a73d4724-f8f9-4aff-abac-637e5f109bfb,b033bea5-4c24-4db3-8044-b006504a23b6,2,vocab,PE,1,Traduce: '¿Es casero el croissant?',"C'est fait maison, le croissant ?",Le croissant c’est de là maison ?,parcial,7,"[""comprende la idea principal de la pregunta"", ""estructura de la pregunta""]","[{""dijo"": ""c’est de là maison"", ""regla"": ""La expresión 'casero' se traduce como 'fait maison' en francés."", ""correcto"": ""c'est fait maison""}]","",Revisa expresiones comunes con 'maison' y 'fait'.,¡Buen intento! Entiendo perfectamente lo que quieres preguntar. Solo te faltó usar la expresión correcta para decir 'casero'. ¡Continue comme ça !,2026-07-16 17:54:14.996521+00
cedd4e8e-4d98-448e-b60a-6be3ad97112a,b033bea5-4c24-4db3-8044-b006504a23b6,2,vocab,PE,2,Corrige: « Je vais manger une morceau de tarte. »,Je vais essayer une part de tarte.,"Je vais manger une part de tarte, s’il vous plaît",parcial,7,"[""une part de tarte""]","[{""dijo"": ""manger"", ""regla"": ""Cambio del verbo según la consigna: 'essayer' en lugar de 'manger'."", ""correcto"": ""essayer""}]",comprensión de la consigna,Revisar la consigna antes de responder para asegurarse de que todos los elementos se incluyan en la respuesta.,"¡Muy bien! Has utilizado la construcción correcta 'une part de tarte'. La próxima vez, asegúrate de seguir todas las partes de la consigna al pie de la letra. Super travail !",2026-07-16 17:55:37.07858+00
63416b7a-c08b-4408-8e59-c6bc6cf0a384,b033bea5-4c24-4db3-8044-b006504a23b6,2,vocab,PE,3,"Completa: « Vous pouvez me ______ ______, s'il vous plaît ? »",rendre la monnaie,Un croissant,incorrecto,2,[],"[{""dijo"": ""Un croissant"", ""regla"": ""La frase esperada es una expresión con 'rendre' y un objeto directo."", ""correcto"": ""rendre la monnaie""}]","",Revisa el vocabulario relacionado con compras y transacciones en francés.,"¡Gracias por tu intento! En esta frase, buscábamos la expresión correcta para 'dar cambio'. No te preocupes si todavía no la tienes, es perfectamente normal. ¡Continue comme ça !",2026-07-16 17:58:35.139177+00
0fcc6fca-c20a-405c-98f2-bfab297ba45a,b033bea5-4c24-4db3-8044-b006504a23b6,2,vocab,PE,4,Ordena: [ du jour / C'est / la spécialité / ? ],C'est la spécialité du jour ?,C’est la spécialité du jour ?,correcto,10,"[""C’est la spécialité du jour ?""]",[],"Ninguno, perfecto.",¡Sigue así con tu comprensión de la estructura de las frases en francés!,"¡Fantástico! Has ordenado perfectamente la frase. Te felicito, está impecable. Continue comme ça !",2026-07-16 17:59:59.43902+00
291fa53c-1a2c-420d-b258-f7800581d903,b033bea5-4c24-4db3-8044-b006504a23b6,2,cles,PE,0,"Completa: « Je ______ un café décaféiné, pas trop fort. »",préfère,Préfère ,parcial,7,"[""préfère""]","[{""dijo"": ""Préfère"", ""regla"": ""Al principio de la frase hay un pronombre y este verbo no necesita mayúscula. Va con un sujeto: 'Je préfère'."", ""correcto"": ""préfère""}]",Pronombres sujeto,Repasa los pronombres personales y cómo se usan con los verbos.,"¡Muy bien! Acertaste con la conjugación del verbo 'préférer'. Solo ten cuidado de usar siempre el pronombre sujeto cuando conjugas en francés (p. ej. 'Je préfère'). Bravo, continue comme ça !",2026-07-16 18:22:06.880315+00
134a6e6f-9e05-4ed5-8975-e1052b53ecdb,b033bea5-4c24-4db3-8044-b006504a23b6,2,cles,PE,1,Escribe: '¿Qué café recomienda?',Qu'est-ce que vous recommandez comme café ?,Qu’est-ce que vous recommandez ,parcial,7,"[""Qu’est-ce que vous recommandez""]","[{""dijo"": """", ""regla"": ""Faltó especificar 'como café'."", ""correcto"": ""comme café ?""}]",Completar la pregunta con el elemento específico,"Intenta construir preguntas completas, asegurándote de incluir todos los elementos importantes que quieres preguntar.","¡Has empezado muy bien la pregunta, la estructura es correcta! Para que sea perfecta y completa, solo faltaría añadir 'comme café'. Continue comme ça !",2026-07-16 18:23:04.732855+00
f4949be9-c712-4cba-ac1a-271ff531ad59,b033bea5-4c24-4db3-8044-b006504a23b6,2,cles,PE,2,Transforma con JE VAIS ESSAYER: 'Quiero probar una porción del gâteau du jour.',Je vais essayer une part de gâteau du jour.,Je vais essayer une part du gâteau du jour ,correcto,10,"[""Je vais essayer une part du gâteau du jour""]",[],"Ninguno, bien hecho.","Sigue practicando las transformaciones verbales, ¡lo haces genial!",¡Fantástico! Has transformado la frase correctamente y con fluidez. Es evidente que manejas muy bien esta estructura. Continue comme ça !,2026-07-16 18:24:11.544135+00
a264fea3-ff16-4eee-bebe-4ad0454fb10a,b033bea5-4c24-4db3-8044-b006504a23b6,2,cles,PE,3,Corrige: « C'est bon ? C'est une spécialité de la maison ? »,C'est bon ? C'est fait maison ?,C’est bon? C’est fait maison ?,correcto,10,"[""La corrección es idéntica a la respuesta esperada""]",[],"",Ninguna,¡Has corregido la frase perfectamente! Demuestras que has entendido muy bien la expresión. ¡Félicitations !,2026-07-16 18:25:11.93354+00
f5db43ae-e4c5-4e41-9d3c-14dc67a125fd,b033bea5-4c24-4db3-8044-b006504a23b6,2,cles,PE,4,Ordena: [ recommandez / Qu'est-ce que / comme tarte / vous / ? ],Qu'est-ce que vous recommandez comme tarte ?,Qu’est-ce que vous recommandez comme tarte ?,correcto,10,"[""Qu'est-ce que vous recommandez comme tarte ?""]",[],"","","¡Fantástico! Has ordenado la frase a la perfección, sin ningún error. ¡Sigue así, Continue comme ça !",2026-07-16 18:26:00.179518+00
1c11ab6e-d008-44c2-89de-9d3910ce60b7,b033bea5-4c24-4db3-8044-b006504a23b6,2,cles,PO,0,"El serveur pregunta qué café prefieres (suave y pequeño), usando JE PRÉFÈRE.",Je préfère un café léger et petit.,Je préfèrerais un café léger et petit.,parcial,8,"[""Je préfèrerais un café léger et petit""]","[{""dijo"": ""Je préfèrerais"", ""regla"": ""La consigna indicaba usar el présent del verbo 'préférer'."", ""correcto"": ""Je préfère""}]","",Revisar los tiempos verbales en presente para expresar preferencias en situaciones cotidianas.,"¡Muy bien! Has expresado tu preferencia de forma muy clara y el servidor te entendería perfectamente. Solo recuerda que, cuando la consigna te pide un tiempo verbal específico, es bueno practicarlo. Continue comme ça !",2026-07-16 18:26:34.697874+00
49e8d1ce-abdc-489c-bd40-1dc8cc4d16a6,b033bea5-4c24-4db3-8044-b006504a23b6,2,cles,PO,1,Hay varios pasteles y no sabes cuál elegir. Pide una recomendación.,Qu'est-ce que vous recommandez comme gâteau ?,¿Qué es que puedo recomendar como un gato?,incorrecto,2,[],"[{""dijo"": ""¿Qué es que puedo recomendar?"", ""regla"": ""La frase '¿Qué es que?' en español no se traduce literalmente al francés para 'Qu'est-ce que...' y el verbo 'recommander' se usa con 'vous' para pedir una recomendación formal."", ""correcto"": ""Qu'est-ce que vous recommandez ?""}, {""dijo"": ""como un gato"", ""regla"": ""La palabra 'gato' significa 'chat' en francés, mientras que 'gâteau' significa 'pastel'. Además, 'un' no es necesario aquí."", ""correcto"": ""comme gâteau""}]","",Repasar el vocabulario de alimentos y las estructuras para hacer preguntas de recomendación en francés.,"¡Has intentado expresar la idea de pedir una recomendación, lo cual es excelente! Practica las palabras correctas para 'pastel' y la estructura para pedir recomendaciones en francés. Tu entusiasmo por aprender es admirable, ¡sigue así! Continue comme ça !",2026-07-16 18:27:14.362241+00
2bb1fbad-61f2-42dd-a32b-5e8ba1eefe24,b033bea5-4c24-4db3-8044-b006504a23b6,2,cles,PO,2,El serveur recomienda la tarte du jour. Acepta y dile que la probarás (JE VAIS ESSAYER).,"Je vais essayer une part de tarte du jour, s'il vous plaît.","je voudrais un parc de tard toujours, s'il vous plaît.",parcial,7,"[""s'il vous plaît"", ""la estructura de un pedido formal""]","[{""dijo"": ""un parc de tard toujours"", ""regla"": ""Vocabulario y pronunciación: 'parc' (parque) vs 'part' (pedazo), 'tard' (tarde) vs 'tarte' (tarta), 'toujours' (siempre) vs 'du jour' (del día)."", ""correcto"": ""une part de tarte du jour""}]",Vocabulario de alimentos y expresiones de tiempo.,Revisa el vocabulario de comidas y las expresiones 'du jour' y 'de la semaine'.,"¡Muy bien por usar 's'il vous plaît' y mantener una estructura educada! Para la próxima, presta atención a cómo se pronuncian y se escriben las palabras de comida para que tu pedido sea perfecto. Continue comme ça !",2026-07-16 18:27:59.87928+00
2a8d5261-6ecf-41ae-9a06-9dea3f613242,b033bea5-4c24-4db3-8044-b006504a23b6,2,cles,PO,3,Pruebas el croissant y está delicioso. Dilo con C'EST + adjectif.,C'est délicieux ! C'est vraiment savoureux !,"Se delicio, se fragment savuro.",parcial,7,"[""Uso de 'se' para c'est""]","[{""dijo"": ""Se delicio"", ""regla"": ""El adjetivo debe concordar en género y número con el sustantivo al que se refiere."", ""correcto"": ""C'est délicieux""}, {""dijo"": ""se fragment savuro"", ""regla"": ""Atención a la correcta conjugación de 'vraiment' y el adjetivo 'savoureux'."", ""correcto"": ""C'est vraiment savoureux""}]",Concordancia de adjetivos y vocabulario.,"Revisa los adjetivos más comunes y sus formas en masculino y femenino, singular y plural.","¡Has usado 'se' para 'c'est', que es un buen comienzo! Solo necesitas un pequeño ajuste en la concordancia de los adjetivos para que suene aún más natural en francés. ¡Continue comme ça !",2026-07-16 18:28:27.382383+00
88c26e7b-4a1f-4aa2-b68b-18a314578356,b033bea5-4c24-4db3-8044-b006504a23b6,2,cles,PO,4,"Antes de pagar, pregunta si el servicio está incluido.",Le service est compris ?,Le serví e compris.,parcial,7,"[""Uso de 'Le service'"", ""conserva el sentido de la frase.""]","[{""dijo"": ""Le serví e compris."", ""regla"": ""Para formar una pregunta en francés, usa 'est' (es/está) antes del participio pasado 'compris' (incluido/comprendido)."", ""correcto"": ""Le service est compris ?""}]",Formación de preguntas y estructura verbal 'être compris'.,Repasa la conjugación del verbo 'être' (ser/estar) en el presente y cómo se usa con los participios pasados para formar preguntas.,¡Muy bien! Comprendiste que la palabra clave es 'service' y eso es un gran acierto. Solo hay un pequeño detalle en la estructura para que tu pregunta sea perfecta la próxima vez. Continue comme ça !,2026-07-16 18:28:57.912328+00
d635706c-2c2c-4679-a81e-c8d1f363b20f,b033bea5-4c24-4db3-8044-b006504a23b6,3,vocab,PE,0,Completa: « La baguette est ______ — elle est parfaite ! » (crujiente),croustillante,Crustillant,parcial,7,"[""la raíz de la palabra es correcta""]","[{""dijo"": ""Crustillant"", ""regla"": ""El adjetivo debe concordar en género y número con el sustantivo 'baguette'."", ""correcto"": ""croustillante""}]",concordancia de género en adjetivos,Revisa la regla de formación de adjetivos femeninos en francés.,"¡Casi lo tienes! Reconociste la palabra correcta, solo necesitas ajustar el final para que concuerde con 'baguette'. Continue comme ça !",2026-07-16 20:21:11.328447+00
dd888844-0821-45dc-8974-87ad044d5afb,b033bea5-4c24-4db3-8044-b006504a23b6,3,vocab,PE,1,Traduce: '¿Cuánto cuesta el pan de campo?',Combien coûte le pain de campagne ?,Combien coûte le pain de campagne ?,correcto,10,"[""Combien coûte le pain de campagne ?""]",[],"","","¡Fantástico! Tu traducción es perfecta y has utilizado la expresión correcta para 'pan de campo'. ¡Excellent travail, continue comme ça !",2026-07-16 20:23:06.275622+00
c6ae5d5a-8337-455b-bdc5-1177a77bb673,b033bea5-4c24-4db3-8044-b006504a23b6,3,vocab,PE,2,"Escribe cómo pides media baguette rebanada, educadamente.","Je voudrais un demi-pain, tranché, s'il vous plaît.","Je voudrais à demi-baguette tranchée, s’il vous plaît",parcial,7,"[""Je voudrais ... s'il vous plaît"", ""tranchée""]","[{""dijo"": ""à demi-baguette"", ""regla"": ""Usa el artículo 'un/une' para 'demi' cuando se refiere a un sustantivo. 'Un demi-pain' es más común para 'media baguette'."", ""correcto"": ""un demi-pain / une demi-baguette""}]",uso de artículos y vocabulario de comida,Repasa los artículos indefinidos y específicos de vocabulario de panadería.,"",2026-07-16 20:53:31.529327+00
5621c884-8028-4ab4-a9cd-3ce14b902086,b033bea5-4c24-4db3-8044-b006504a23b6,3,vocab,PE,3,"Responde a « Autre chose ? » que no, que es todo y te lo llevas.","Non, c'est tout, merci ! Je vais emporter.","Non, je suis fini. Merci ",parcial,7,"[""Non"", ""Merci""]","[{""dijo"": ""je suis fini"", ""regla"": ""Para decir 'es todo' se usa la expresión 'c'est tout', no 'je suis fini'."", ""correcto"": ""c'est tout""}]","",Revisa expresiones comunes para finalizar una compra o interacción en francés.,"¡Vas por buen camino con 'Non' y 'Merci'! Para decir que 'es todo', la expresión correcta es 'c'est tout'. ¡La próxima vez lo tendrás perfecto, continue comme ça !",2026-07-16 20:54:26.618969+00
c9e35ff3-c4fe-4401-9a08-d52d302587a5,b033bea5-4c24-4db3-8044-b006504a23b6,3,vocab,PE,4,Ordena: [ le ticket / Je peux avoir / de caisse / ? ],Je peux avoir le ticket de caisse ?,Je peux avoir le ticket de casse ,parcial,7,"[""Je peux avoir""]","[{""dijo"": ""casse"", ""regla"": ""La palabra 'caisse' (caja/recibo) tiene doble 's'."", ""correcto"": ""caisse""}]",vocabulario específico,Revisar la ortografía de palabras nuevas relacionadas con compras.,"¡Muy bien! Ordenaste correctamente la frase y se entiende perfectamente. Solo ten cuidado con la ortografía de 'caisse', lleva doble 's' para referirse al recibo. Continue comme ça !",2026-07-16 20:55:37.61405+00
50f26246-cb81-4c03-b896-f13ed62f4c50,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,2,vocab,PO,0,El camarero pregunta si quieres tu café fort o léger. Respóndele que lo prefieres léger.,Je préfère un café léger.,Je pourrais faire un café léger.,parcial,7,"[""un café léger""]","[{""dijo"": ""Je pourrais faire"", ""regla"": ""Se usa el verbo 'préférer' para expresar preferencia."", ""correcto"": ""Je préfère""}]","","Repasa los verbos comunes para expresar gustos y preferencias (aimer, adorer, préférer, détester).","",2026-07-16 21:18:53.753495+00
5a6e3c10-994c-45bb-84e5-ef25db0b5d72,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,2,vocab,PO,1,Ves un gâteau delicioso y quieres saber si es casero.,"C'est fait maison, le gâteau ?","Ses femmes et son, lou gato.",incorrecto,2,[],"[{""dijo"": ""Ses femmes et son, lou gato."", ""regla"": ""La frase completa está mal formada y el vocabulario es incorrecto."", ""correcto"": ""C'est fait maison, le gâteau ?""}]","",Repasa el vocabulario de la comida y las preguntas sencillas con 'Est-ce que...?' o la inversión de sujeto-verbo.,"¡Hola! Entiendo que quieres preguntar si el pastel es casero. Hay algunos errores en esta frase, pero no te preocupes, ¡es una oportunidad perfecta para repasar! ¡Continue comme ça !",2026-07-16 21:19:33.203211+00
68f6b4b0-3568-42b8-8e58-08f0301c788d,b033bea5-4c24-4db3-8044-b006504a23b6,3,cles,PE,0,Construye: JE VOUDRAIS + un demi + pain de campagne + tranché.,"Je voudrais un demi-pain de campagne, tranché, s'il vous plaît.","Je voudrais un demi-pain de campagne, s’il vous plaît",parcial,7,"[""Je voudrais un demi-pain de campagne, s’il vous plaît""]","[{""dijo"": ""Je voudrais un demi-pain de campagne, s’il vous plaît"", ""regla"": ""La consigna pedía incluir 'tranché' para especificar el tipo de corte."", ""correcto"": ""Je voudrais un demi-pain de campagne, tranché, s'il vous plaît""}]","",Intenta añadir un adjetivo o participio a objetos comunes en tus próximas frases.,¡Fantástico! Has construido una frase muy útil y educada para pedir pan. Solo recuerda añadir todos los detalles que se te pidan para que tu deseo sea aún más claro. Continue comme ça !,2026-07-16 21:20:16.939345+00
9215b23e-d2dc-4318-8471-fe3fe56ebd11,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,2,vocab,PO,2,"Decides pedir una porción de tarta, de manera educada.","Je voudrais une part de tarte, s'il vous plaît.","Je voudrais une part de tarte, s'il vous plaît.",correcto,10,"[""Uso correcto de 'Je voudrais'"", ""Uso correcto de 'une part de tarte'"", ""Uso correcto de la fórmula de cortesía 's'il vous plaît'""]",[],"","Sigue practicando otras frases para pedir en distintas situaciones, ¡excelente trabajo!","¡Fantástico! Has formulado tu pedido de tarta de forma impecable y muy educada en francés. No hay nada que corregir aquí, ¡tu respuesta es perfecta! Continue comme ça !",2026-07-16 21:21:07.641774+00
72fdd62c-6d2e-4a29-a144-c2fad5b79394,b033bea5-4c24-4db3-8044-b006504a23b6,3,cles,PE,1,Forma correcta: « Une baguette ______ (croustillant). »,croustillante,croustillante,correcto,10,"[""croustillante""]",[],"Ninguno, perfecto","Sigue así, dominas el tema.",¡Fantástico! Tu respuesta es completamente correcta. Demuestras un excelente dominio de los acuerdos de adjetivos en francés. Continue comme ça !,2026-07-16 21:21:13.939858+00
e93a5246-9934-4ed8-8a7f-8525f37e7d24,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,2,vocab,PO,3,Quieres asegurarte de que el servicio está incluido.,Le service est compris ?,Le service est compris?,correcto,10,"[""comprender la consigna"", ""usar el vocabulario correcto"", ""formular la pregunta adecuadamente""]",[],"","",¡Fantástico! Tu respuesta es completamente correcta y se entiende perfectamente. ¡Has clavado la pregunta en francés! Continue comme ça !,2026-07-16 21:22:04.59255+00
3a4be59f-47ea-4fd8-895a-f2ecf55241de,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,2,vocab,PO,4,"Al salir, despídete del camarero de forma natural.",Merci beaucoup ! Bonne journée !,Merci beaucoup. Bonne journée.,correcto,10,"[""Merci beaucoup"", ""Bonne journée""]",[],Ninguno,Sigue practicando saludos y despedidas informales.,¡Fantástico! Tu despedida es perfecta y suena muy natural. Demuestra que ya dominas estas expresiones básicas en francés. Continue comme ça !,2026-07-16 21:22:19.628332+00
a5afef92-afac-4cb5-974b-c0de814f34c8,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,2,vocab,PE,0,Completa: « Je voudrais un café ______ — pas trop fort. »,léger,Léger,correcto,10,"[""uso correcto de la palabra Léger"", ""estructura de la frase completada""]",[],"",sigue practicando vocabulario de este tipo,¡Fantástico! Has completado la frase correctamente y con la mayúscula adecuada. Muy bien hecho. Continue comme ça !,2026-07-16 21:24:51.05628+00
1d3163e9-ba91-4500-acb0-f8b1b7e36f87,b033bea5-4c24-4db3-8044-b006504a23b6,3,cles,PE,2,Escribe precio singular y plural para brioche.,Combien coûte la brioche ? / Combien coûtent les brioches ?,Brioches ,incorrecto,2,[],"[{""dijo"": ""Brioches"", ""regla"": ""La consigna pedía las preguntas completas en singular y plural."", ""correcto"": ""Combien coûte la brioche ? / Combien coûtent les brioches ?""}]",Formulación de preguntas sobre el precio y uso de singular/plural.,Revisa los ejercicios sobre cómo preguntar el precio de algo en francés y la concordancia de 'coûter'.,"¡Gracias por tu respuesta! Es bueno que hayas identificado la palabra 'brioches'. Para la próxima, intenta formular la pregunta completa. Courage et continue comme ça !",2026-07-16 21:26:23.657613+00
57d9cab6-84c5-4a24-8ec8-f193080bd000,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,2,vocab,PE,1,Traduce: '¿Es casero el croissant?',"C'est fait maison, le croissant ?",C'est fait maison le croissant,parcial,7,"[""C'est fait maison"", ""el croissant""]","[{""dijo"": ""C'est fait maison le croissant"", ""regla"": ""Se necesita un signo de interrogación y a menudo una coma antes del complemento en ciertos tipos de preguntas coloquiales."", ""correcto"": ""C'est fait maison, le croissant ?""}]",Interrogación informal y signos de puntuación,Revisa cómo se formulan las preguntas informales en francés y la colocación de la coma.,¡Muy bien! Has traducido correctamente la mayor parte de la frase. Solo te faltó el signo de interrogación para que fuera una pregunta completa. Continue comme ça !,2026-07-16 21:26:49.884898+00
c58e4c63-6d85-446b-a95a-f622ae67ff10,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,2,vocab,PE,2,Corrige: « Je vais manger une morceau de tarte. »,Je vais essayer une part de tarte.,Voy a comer un pedazo de torta,incorrecto,2,[],"[{""dijo"": ""Voy a comer un pedazo de torta"", ""regla"": ""La respuesta está en español, no en francés. La consigna pedía corregir la frase en francés, no traducirla."", ""correcto"": ""Je vais manger un morceau de tarte""}]",comprensión de la consigna y uso del idioma francés,Vuelve a leer la consigna con atención e intenta corregir la frase original en francés.,"¡Hola! Veo que has traducido la frase, pero la consigna pedía corregirla directamente en francés. ¡Inténtalo de nuevo, seguro que lo haces muy bien! Continue comme ça !",2026-07-16 21:27:53.953749+00
0f0dc45e-f1eb-4070-8012-723d46be998f,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,2,vocab,PE,3,"Completa: « Vous pouvez me ______ ______, s'il vous plaît ? »",rendre la monnaie,Donner,parcial,7,[],"[{""dijo"": ""Donner"", ""regla"": ""La expresión correcta para pedir cambio es 'rendre la monnaie'."", ""correcto"": ""rendre la monnaie""}]","Vocabulario específico de transacciones (Payer, acheter, vendre)","Revisa expresiones para pedir cosas en tienda, como 'rendre la monnaie'.","¡Vas por muy buen camino! Entiendo perfectamente lo que quieres decir, pero en francés tenemos una expresión específica para esto. La próxima vez, intenta usar 'rendre la monnaie'. Continue comme ça !",2026-07-16 21:30:28.488863+00
3b843de9-91b5-402a-89f9-29c89e0cf890,fcc58ab2-9b87-40d1-b6d3-d6baa3ecf553,2,vocab,PE,4,Ordena: [ du jour / C'est / la spécialité / ? ],C'est la spécialité du jour ?,C'est la spécialité du jour,parcial,9,"[""C'est la spécialité du jour""]","[{""dijo"": ""C'est la spécialité du jour"", ""regla"": ""Al ser una pregunta, faltaba el signo de interrogación."", ""correcto"": ""C'est la spécialité du jour ?""}]","","Revisa la puntuación esencial (signos de interrogación, exclamación, etc.).",¡Muy bien! Ordenaste las palabras correctamente para formar una frase coherente y solo olvidaste un pequeño detalle. Presta atención al signo de interrogación en las preguntas. Continue comme ça !,2026-07-16 21:31:38.496565+00
bb019094-2f57-404f-8a3f-67fb1a1b8dd1,282a31a2-a8f8-4b50-8632-e02176e3a978,2,cles,PO,0,"El serveur pregunta qué café prefieres (suave y pequeño), usando JE PRÉFÈRE.",Je préfère un café léger et petit.,Je préfère un café léger et petit.,correcto,10,"[""Uso correcto de 'Je préfère'"", ""Uso correcto de 'un café léger'"", ""Uso correcto de 'et petit'""]",[],"",Sigue practicando la formulación de preferencias. ¡Lo haces genial!,"¡Fantástico! Has respondido a la perfección a la pregunta, utilizando la estructura y el vocabulario adecuados. ¡Continue comme ça !",2026-07-16 22:19:21.599504+00
cddc396e-f4ad-4503-bf95-cc19168d501a,b033bea5-4c24-4db3-8044-b006504a23b6,3,cles,PE,3,"Corrige: « Je voudrais un pain frais et croustillant. C'est tout, je vais rester ici. »","Je voudrais un pain frais et croustillant. C'est tout, je vais emporter.","Je voudrais un pain frais et croustillant. C’est tout, ",parcial,7,"[""Je voudrais un pain frais et croustillant."", ""C'est tout""]","[{""dijo"": ""C’est tout,"", ""regla"": ""La frase quedó incompleta, no se expresó la acción deseada con el pan."", ""correcto"": ""C'est tout, je vais emporter.""}]",expresión completa de la acción,Completar frases con la acción principal que se refiere la solicitud.,"¡Has empezado muy bien tu frase, manteniendo la parte principal de la solicitud! Solo te ha faltado añadir la acción final que querías hacer con el pan para que fuera una respuesta completa. Continue comme ça !",2026-07-17 00:48:37.089682+00
a0daeeb5-14c5-4c77-8781-cbe1ed88ca3d,b033bea5-4c24-4db3-8044-b006504a23b6,3,cles,PE,4,Ordena: [ le ticket / Je peux avoir / Merci ! / Je vais emporter. / de caisse ? ],Je vais emporter. Merci ! Je peux avoir le ticket de caisse ?,Je peux avoir le ticket de caisse? Je vais emporter . Merci,parcial,7,"[""Je peux avoir le ticket de caisse?"", ""Je vais emporter"", ""Merci""]","[{""dijo"": ""Je peux avoir le ticket de caisse? Je vais emporter . Merci"", ""regla"": ""El orden de las frases altera el significado y fluidez de la conversación."", ""correcto"": ""Je vais emporter. Merci ! Je peux avoir le ticket de caisse ?""}]",Coherencia y orden lógico en la expresión oral.,Escucha diálogos cortos en francés prestando atención a cómo se enlazan las ideas. Lee también para acostumbrar el ojo.,¡Muy bien! Reconociste y usaste correctamente todas las frases. Solo necesitas practicar un poco más el orden para que la conversación sea más fluida y natural. ¡Continue comme ça !,2026-07-17 00:49:50.960018+00
